funus|fūnus|eris|n||a funeral procession, funeral rites, burial, funeral, attend, thee, thy funeral, A dead body, corpse, The shades of the dead, manes, Death, violent death, murder, suicide, destruction, ruin, fall, a pest, destroyer||||funus
fur|fūr|fūris|m||a thief, extortioner, thief, rascal, rogue, knave||||fur
furaciter|(fūrāciter)|||adv.|thievishly||||furaciter
furatus|fūrātus|||adj.|in secret, by stealth||||furatus
furax|fūrāx|ācis||adj.|given to stealing, thievish||||furax
furca|furca|ae|f||a two-pronged fork, with violence, A fork-shaped prop, split stake, triangular brace, A wooden yoke||||furca
furcifer|furcifer|erī|m||a yoke-bearer, gallows rogue, hang-dog, rascal||||furcifer
furcilla|furcilla|ae|f||a little fork, pitchfork, violently||||furcilla
furcula|furcula|ae|f||a forked prop, a narrow pass||||furcula
furens|furēns|ntis||adj.|raging, wild, mad, furious, distracted, inspired||||furens
furenter|furenter|||adv.|furiously||||furenter
furfures|furfurēs|um|m||bran||||furfures
furia|furia|ae|f||a fury, scourge, curse, witches, violent passion, rage, madness, fury, became furious, just wrath, The three goddesses of vengeance, Furies, driven mad by, Avenging spirits, tormenting spirits||||furia
furialis|furiālis|e||adj.|of the Furies, like the Furies, furious, raging, dreadful, fearful, of the Bacchantes, driving mad||||furialis
furialiter|furiāliter|||adv.|furiously, madly||||furialiter
furiatus|furiātus|||adj.|enraged, maddened, wild||||furiatus
furibundus|furibundus|||adj.|raging, mad, furious, Filled with prophetic inspiration, inspired||||furibundus
furio|furiō|&mdash;, ātus, āre|||to drive mad, madden, infuriate||||furio
furiose|furiōsē|||adv.|madly||||furiose
furiosus|furiōsus|||adj.|full of madness, mad, raging, furious, maddening||||furiosus
furnus|furnus|ī|m||an oven, A bakery, A fire-place||||furnus
furo|(furō)|&mdash;, &mdash;, ere|||to rage, rave, be out of one's mind, be mad, be furious, play the fool, be distracted, to be madly in love with, is madly eager, to rage, be furious||||furo
furor|fūror|ātus, ārī||dep.|to steal, purloin, pilfer, obtained by fraud, withdraw, assume, take away secretly, in stratagems||||furor1
furor|furor|ōris|m||a raving, rage, madness, fury, passion, excitement, dissension, is it not worse than folly?, passions for, a cause of anger, rage, Prophetic frenzy, inspiration, Passionate love, eager desire, A loved one, flame, the god of madness, Rage||||furor2
furtim|fūrtim|||adv.|by stealth, secretly, privily, furtively, clandestinely||||furtim
furtive|fūrtīvē|||adv.|stealthily, secretly, furtively||||furtive
furtivus|fūrtīvus|||adj.|stolen, purloined, pilfered, as if stolen, Secret, hidden, concealed, furtive, clandestine||||furtivus
furto|fūrtō|||adv.|by stealth, secretly||||furto
furtum|fūrtum|ī|n||theft, robbery, A stolen thing, A secret action, crafty deceit, trick, artifice, stratagem, Secret love, intrigue||||furtum
furunculus|fūrunculus|ī|m||a petty thief, pilferer||||furunculus
furvus|furvus|||adj.|dark, gloomy, swarthy, black||||furvus
fuscina|fuscina|ae|f||a three-pronged spear, trident||||fuscina
fusco|fuscō|&mdash;, &mdash;, āre|||to make swarthy, blacken||||fusco
fuscus|fuscus|||adj.|dark, swarthy, dusky, tawny, Husky, hoarse||||fuscus
fuse|fūsē|||adv.|copiously, diffusely||||fuse
fusilis|fūsilis|e||adj.|molten, fluid, liquid, soft clay||||fusilis
fusio|fūsiō|ōnis|f||an outpouring, effusion||||fusio
fustis|fūstis|is|m||a knobbed stick, cudgel, staff, club||||fustis
fustuarium|fūstuārium|ī|n||a cudgelling to death||||fustuarium
fusus|fūsus|ī|m||a spindle||||fusus2
fusus|fūsus|||adj.|stretched out, lying, recumbent, prostrate, Spread out, extended, broad, large, ample, full, flowing, copious, diffuse, flowing, free, At ease, careless||||fusus1
futile|fūtile, fūtilis, fūtilitās|see futti-.|||eath||||futile
futtile|futtile|is|n||a water-vessel, broad above and pointed below, used in sacrifices||||futtile
futtilis|futtilis or fūtilis|e||adj.|that easily pours out, that cannot contain, that void their excrement through fear, brittle, untrustworthy, vain, worthless, futile||||futtilis
futtilitas|futtilitās (fūtil-)|ātis|f||worthlessness, emptiness, vanity||||futtilitas
futuo|futuō|&mdash;, &mdash;, ere|||to have carnal connection||||futuo
futurus|futūrus|||adj.|going to be, yet to be, to come, future, expected, n., the future||||futurus
fututio|futūtiō|ōnis|f||copulation||||fututio
gaesum|gaesum (gēs-)|ī|n||a heavy iron javelin||||gaesum
galbaneus|galbaneus|||adj.|of galbanum||||galbaneus
galbina|galbina|ōrum|n||pale green garments||||galbina
galea|galea|ae|f||a helmet, head-piece||||galea
galeatus|galeātus|||adj.|helmed, wearing a helmet, m., a helmed warrior||||galeatus
galeritus|galērītus|||adj.|wearing a hood, rustic in attire||||galeritus
galerus|galērus|ī|m||a conical cap of leather, fur cap, A wig||||galerus
Galla|Galla|ae|f||||||Galla1
galla|galla|ae|f||a gall-apple, gall-nut (an excrescence on the oak, caused by insects)||||galla2
Galli|Gallī|ōrum|m||||||Galli
Gallica|Gallica|ae|f||a Gallic shoe, galosh||||Gallica
gallina|gallīna|ae|f||a hen, domestic hen, of fortune||||gallina
gallinaceus|gallīnāceus|||adj.|of hens, of fowls, a poultry-cock||||gallinaceus
gallinarius|gallīnārius|ī|m||a keeper of poultry||||gallinarius
gallus|gallus|ī|m||a cock, domestic cock, crowing||||gallus1
Gallus|Gallus|||adj.|of Gaul, Gallic||||Gallus2
ganea|gānea|ae|f||an eating-house, cook-shop, ordinary (of bad repute)||||ganea
ganeo|gāneō|ōnis|m||a glutton, debauchee||||ganeo
ganeum|gāneum|ī|n||an eating-house||||ganeum
gangaba|gangaba|ae|m||a porter||||gangaba
Gangeticus|Gangēticus|||adj.|of the Ganges||||Gangeticus
gannio|ganniō|&mdash;, &mdash;, īre|||to bark, snarl, growl||||gannio
Garamantis|Garamantis|idis|f||of the Garamantes||||Garamantis
garon|garon|see garum.|||||||garon
garrio|garriō|&mdash;, &mdash;, ire|||to chatter, prate, prattle, chat, you talk idly||||garrio
garrulitas|garrulitās|ātis|f||a chattering, babbling, prating, garrulity||||garrulitas
garrulus|garrulus|||adj.|chattering, prattling, prating, talkative, garrulous, a chatterbox, tell-tale, of gossip, endless tales of peril||||garrulus
garum|garum or garon|ī|n||a rich sauce made of small fish||||garum
gaudens|gaudēns|entis||adj.|joyful, glad, cheerful||||gaudens
gaudeo|gaudeō|gāvīsus, ēre|||to rejoice, be glad, be joyful, take pleasure, be pleased, delight, sees with delight, gloat over, as for myself, in sinu, to rejoice at heart, be secretly glad, greet for me||||gaudeo
gaudium|gaudium|ī|n||inward joy, joy, gladness, delight, expressions of delight, Malice, Sensual pleasure, enjoyment, enjoyed, A joy, cause of joy, source of pleasure, delight||||gaudium
gausape|gausape||n||a rough woollen cloth||||gausape
gavisus|gāvīsus||||P. of gaudeo||||gavisus
gaza|gaza|ae|f||a treasure, royal treasury, A treasure, riches, wealth, store||||gaza
gelide|gelidē|||adv.|coldly, indifferently||||gelide
gelidus|gelidus|||adj.|icy cold, very cold, icy, frosty, fireless, f, ice-cold water, icewater, Icy cold, cold, stiff, Chilling, stiffening||||gelidus
gelo|gelō|&mdash;, &mdash;, āre|||to freeze, congeal, stiffened||||gelo
gelu|(gelū)||||frost, cold, ice||||gelu
gemebundus|gemebundus|||adj.|groaning, sighing||||gemebundus
gemellipara|gemellipara|ae|f|adj.|twin-bearing, mother of twins||||gemellipara
gemellus|gemellus|||adj.|born together, twin-born, twin-, m., a twin, Paired, double, formed of two legions, Resembling, very like||||gemellus
gemens|gemēns||||P. of gemo||||gemens
geminatio|geminātiō|ōnis|f||a doubling||||geminatio
geminatus|geminātus|||adj.|twinned, equal, consecutive||||geminatus
gemino|geminō|āvī, ātus, āre|||to double, repeat, repeated, do it again, To pair, couple, join, unite, strike together||||gemino
geminus|geminus|||adj.|born together, twin-born, twin-||||geminus
gemitus|gemitus|ūs|m||a sighing, sigh, groan, lamentation, complaint, Pain, sorrow, a groan, hoarse sound||||gemitus
gemma|gemma|ae|f||a bud, eye, gem, A precious stone, jewel, gem, A wrought gem, a goblet carved of a precious stone, seal-ring, An eye||||gemma
gemmans|gemmāns|ntis||adj.|decked with jewels, jewelled||||gemmans
gemmatus|gemmātus|||adj.|set with jewels, jewelled||||gemmatus
gemmeus|gemmeus|||adj.|set with gems, jewelled, Glittering, jewelled||||gemmeus
gemmifer|gemmifer|era, erum||adj.|producing gems||||gemmifer
gemmo|(gemmō)|&mdash;, ātus, āre|||to put forth buds, bud, gem||||gemmo
gemo|gemō|uī, &mdash;, ere|||to sigh, groan, lament, were in mourning, in the death agony, panting, to sigh over, bemoan, bewail, lament, To moan, To groan, creak||||gemo
genae|genae|ārum|f||the cheeks||||genae
genealogus|geneālogus|ī|m||a genealogist||||genealogus
gener|gener|erī|m||a daughter's husband, son-in-law, wishing to be a son-in-law, A sister's husband, brotherin-law||||gener
generalis|generālis|e||adj.|of a species, generic, Of all, general||||generalis
generaliter|generāliter|||adv.|in general, generally||||generaliter
generatim|generātim|||adv.|by kinds, by species, in classes, in detail, by nations, to each appropriately, Generally, in general||||generatim
generator|generātor|ōris|m||a begetter, producer||||generator
genero|generō|āvī, ātus, āre|||to beget, procreate, engender, produce, create, springs||||genero
generose|(generōsē)|||adv.|nobly||||generose
generosus|generōsus|||adj.|of noble birth, well-born, noble, eminent, Of a good kind, noble, superior, excellent, noble-minded, magnanimous, generous, Noble, dignified, honorable||||generosus
genesis|genesis|is|f||(birth), a natal-star, hororoscope||||genesis
genesta|genesta (-nista)|ae|f||the broom-plant||||genesta
genetivus|genetīvus|||adj.|of generation, of birth, original nature, of a family||||genetivus
genetrix|genetrīx||f||she that has borne, a mother, Cybele, Ceres||||genetrix
genialis|geniālis|e||adj.|of generation, of birth, nuptial, genial, the bridal-bed, m, Of enjoyment, pleasant, delightful, joyous, agreeable, festive, genial, under which festivals were held||||genialis
genialiter|geniāliter|||adv.|jovially, merrily, genially||||genialiter
geniculatus|geniculātus|||adj.|having knots, hnotted||||geniculatus
genista|genista|see genesta.|||S||||genista
genitalis|genitālis|e||adj.|of generation, of birth, fruitful, generative, the four elements, f., goddess of birth, a surname of Diana||||genitalis
genitivus|(genitīvus)|see genetivus.|||||||genitivus
genitor|genitor|ōris|m||a begetter, parent, father, creator, sire, Tantalus, Neptune, A source, cause, origin||||genitor
genitrix|(genitrīx)|see genetrīx.|||||||genitrix
geniturus|genitūrus, genitus||||PP. of gigno||||geniturus
genius|genius|ī|m||a tutelar deity, genius, Taste, inclination, Prophetic skill||||genius
geno|genō|&mdash;, &mdash;, ere|||to beget, bear.&mdash;Pass., to be born||||geno
gens|gēns|gentis|f||a race, clan, house, the right of marrying out of her gens, of no family, of the highest rank, of the inferior orders, eminent.&mdash;A descendant, offspring, representative, A tribe, brood, crew, A race, species, breed, A race, tribe, people, community, in the world, on earth, far away in the world, by no means, foreign nations, foreigners, A region, country||||gens
genticus|genticus|||adj.|peculiar to a nation, national||||genticus
gentilicius|gentīlīcius (-tius)|||adj.|of a clan, belonging to a gens||||gentilicius
gentilis|gentīlis|e||adj.|of a clan, of a gens, the warriors of the Fabii, m, a member of a gens, one of the same clan, kinsman, namesake, Of a nation, national, native||||gentilis
gentilitas|gentīlitās|ātis|f||the relationship between members of a gens||||gentilitas
genu|genū|ūs|n||a knee, knee-joint, knee-pan, on their knees, kneeling, place tablets with prayers||||genu
genualia|genuālia|ium|n||garters||||genualia
genuinus|genuīnus|||adj.|innate, natural||||genuinus1
genuinus|genuīnus|||adj.|of the cheek, back-teeth, m||||genuinus2
genus|genus|&mdash;|n||collat. form of genu, a knee||||genus2
genus|genus|eris|n||a race, stock, family, birth, descent, origin, sister, Adverb. acc., Of what race?, Birth, noble birth, high descent, A race, line, descendants, posterity, the Romans, A descendant, child, son, offspring, Prometheus, Octavianus, A race, stock, class, sort, species, genus, kind, rank, order, division, plebeians, sex, sex, rank, order, a kind, class, sort, species, birds, a kind, sort, description, class, order, character, division, manner, in every way, in any respect whatever, a general term, logical genus||||genus1
geographia|geōgraphia|ae|f||geography||||geographia
geometres|geōmetrēs|ae|m||a geometer||||geometres
geometria|geōmetria|ae|f||geometry||||geometria
geometricus|geōmetricus|||adj.|of geometry, geometrical||||geometricus
Georgica|Geōrgica|ōn|n||poems of husbandry, the title of a poem by Vergil||||Georgica
gerens|gerēns|ntis||adj.|managing, conducting, m., business men||||gerens
germana|germāna|ae|f||a full sister, own sister||||germana
germane|germānē|||adv.|sincerely||||germane
Germanicus|Germānicus|||adj.|of the Germans, German||||Germanicus
germanitas|germānitās|ātis|f||the relation between children of the same parents, brotherhood, sisterhood||||germanitas
germanus|germānus|||adj.|full, own, m., an own brother, full brother, your mother's son, Genuine, real, actual, true||||germanus
germen|germen|inis|n||a sprig, offshoot, sprout, bud||||germen
germino|germinō|&mdash;, &mdash;, āre|||to sprout, bud||||germino
gero|gerō|gessī, gestus, ere|||to bear about, bear, carry, wear, have, hold, sustain, became cows, with, contain, To bear, carry, bring, To bear, bring forth, produce, to bear, have, keep, entertain, cherish, experience, support a character, with dissimulation, To exhibit, display, assume, To carry out, administer, manage, regulate, rule, govern, conduct, carry on, wage, transact, accomplish, do, perform, to be in command, manage business, meanwhile, happen, the war, the action, for a successful blow, fights, exploits, public affairs, off the stage, gratify, please myself, every man to his humor, se, to bear, act, behave, deport oneself, remain neutral, claim to be, revere, treat you as myself, treat you thus||||gero
gerro|gerrō||m||a trifler||||gerro
gerulus|gerulus|ī|m||a carrier, porter||||gerulus
gesta|gesta|ōrum|n||deeds, acts, achievements||||gesta
gestamen|gestāmen|inis|n||a burden, load, weight, arms, A litter, sedan||||gestamen
gestiens|gestiēns|ntis||adj.|unbridled, rapturous, exultant||||gestiens
gestio|gestiō|īvī, &mdash;, īre|||to gesticulate, express strong feeling, leap, be transported, exult, be joyful, be delighted, To desire eagerly, wish passionately, be eager, thirst, long||||gestio2
gestio|gestiō|ōnis|f||a managing, performing||||gestio1
gesto|gestō|āvī, ātus, āre|||to bear, carry, have, wear, wield, to air himself, to be dearly loved, to cherish, To carry, furnish, present||||gesto
gestus|gestus|ūs|m||bearing, carriage, posture, attitude, motion, gesture, movement, action, sign, gesture, action||||gestus2
gestus|gestus||||||||gestus1
gesum|gēsum|see gaesum.|||n||||gesum
gibbus|gibbus|ī|m||a hunch, hump||||gibbus
Giganteus|Gigantēus|||adj.|of the giants||||Giganteus
Gigas|Gigās|antis|m||a giant, one of the fabled sons of Earth and Tartarus||||Gigas
gignentia|gīgnentia|ium|n||productive things, plants, of vegetation||||gignentia
gigno|gīgnō|genuī, genitus, ere|||to produce, give birth to, beget, bear, bring forth, son of, to produce, occasion, cause, begin, spring, grow, arise, are created, to have a beginning||||gigno
gilvus|gilvus|||adj.|pale yellow||||gilvus
gingiva|gingīva|ae|f||a gum (of the jaw)||||gingiva
glaber|glaber|bra, brum||adj.|smooth, beardless, m., a beardless slave||||glaber
glacialis|glaciālis|e||adj.|icy, frozen, full of ice||||glacialis
glacies|glaciēs||f||ice||||glacies
glacio|glaciō|&mdash;, ātus, āre|||to turn into ice, freeze||||glacio
gladiator|gladiātor|ōris|m||a swordsman, gladiator, fighter, cutthroat.&mdash; Plur., a combat of gladiators, gladiatorial exhibition, at a show of gladiators||||gladiator
gladiatorius|gladiātōrius|||adj.|of gladiators, gladiatorial, a band of gladiators, spectators at a show of gladiators, a seat in the show, desperate, n, the hire of a gladiator||||gladiatorius
gladiatura|gladiātūra|ae|f||a fight of gladiators||||gladiatura
gladius|gladius|ī|m||a sword||||gladius
glaeba|glaeba (glēba)|ae|f||a lump of earth, clod, an altar of turf, Land, soil, hard soil, A piece, lump, mass||||glaeba
glaebula|glaebula (glēb-)|ae|f||a little piece of earth, bit of land||||glaebula
glaesum|glaesum or glēsum|ī|n||amber||||glaesum
glandifer|glandifer|fera, ferum||adj.|producing acorns||||glandifer
glans|glāns|glandis|f||an acorn, nut, An acorn-shaped ball, missile||||glans
glarea|glārea|ae|f||gravel||||glarea
glareosus|glāreōsus|||adj.|full of gravel||||glareosus
glaucus|glaucus|||adj.|bright, sparkling, gleaming, grayish||||glaucus
gleba|glēba, glēbula|see glaeb-.|||||||gleba
glesum|glēsum|see glaes-.|||o-day||||glesum
glisco|glīscō|&mdash;, &mdash;, ere|||to swell, spread gradually, grow imperceptibly, increases, to grow in power||||glisco
globosus|globōsus|||adj.|round as a ball, spherical, globular||||globosus
globus|globus|ī|m||a round body, ball, sphere, globe, disk, fireballs. &mdash;A globular mass, ball, globe, a throng, crowd, body, mass, gathering, knot, clique||||globus
glomero|glomerō|āvī, ātus, āre|||to wind into a ball, gather up, roll together, collect, make the horse prance, To gather together, make a knot of, collect, crowd, assemble, To make by gathering, collect, make up, produce, to roll up, gather, accumulate||||glomero
glomus|glomus|eris|n||a clew, ball made by winding||||glomus
gloria|glōria|ae|f||glory, fame, renown, praise, honor, a monopoly of glory, Thirst for glory, ambition, vainglory, pride, vaunting, boasting, vanity, Splendor, richness, An ornament, pride, fine horns||||gloria
glorians|glōriāns||||P. of glorior||||glorians
gloriatio|glōriātiō|ōnis|f||a glorying, boasting, exulting||||gloriatio
gloriola|glōriola|ae|f||a bit of glory, little fame, a petty office||||gloriola
glorior|glōrior|ātus, ārī||dep.|to boast, vaunt, glory, brag, pride oneself, in him as father-in-law||||glorior
gloriose|glōriōsē|||adv.|gloriously, magnificently, Boastfully, vauntingly, pompously||||gloriose
gloriosus|glōriōsus|||adj.|full of glory, glorious, famous, renowned, brilliant, not effectual, To be proud of, to be gloried in, Vainglorious, boasting, haughty, conceited, ostentatious, braggart||||gloriosus
glubo|glūbō|&mdash;, &mdash;, ere.&mdash;Prop.|||to bark, peel; hence, to rob||||glubo
gluten|glūten|inis|n||glue, beeswax||||gluten
glutinator|glūtinātor|ōris|m||a bookbinder||||glutinator
glutio|glūtiō or gluttiō|īvī, &mdash;, īre|||to swallow, gulp, gorge||||glutio
Gnaeus|Gnaeus|ī|m||a praenomen, usu. written||||Gnaeus
gnarus|gnārus (nārus)|||adj.|knowing, skilled, practised, expert, versed, privy, Known, recognized||||gnarus
gnata|gnāta|see nata.|||||||gnata
Gnatho|Gnathō|ōnis|m||the name of a parasite||||Gnatho
gnatus|gnātus|see natus.|||||||gnatus
gnav|gnāv-|see nāv-.|||.||||gnav-
gobio|gōbio||m||a gudgeon||||gobio
Gorgo|Gorgō|onis|f||a Gorgon; plur. Gorgones, the three daughters of Phorcus, Stheno, Euryale, and Medusa, with beautiful faces, snakes for hair, and a petrifying look||||Gorgo
gorytos|gōrȳtos|see corytos.|||E||||gorytos
grabatus|grabātus|ī|m||a low couch, camp-bed, pallet||||grabatus
gracilis|gracilis|e||adj.|thin, slight, slender, slim, meagre, lean||||gracilis
gracilitas|gracilitās|ātis|f||slenderness, thinness, leanness, meagreness||||gracilitas
graculus|grāculus|ī|m||a jackdaw||||graculus
gradatim|gradātim|||adv.|step by step, by degrees, little by little, gradually||||gradatim
gradatio|gradātiō|ōnis|f||a climax||||gradatio
gradior|gradior|gressus, ī||dep.|to take steps, step, walk, go, advance||||gradior
Gradivus|Grādīvus||m||a surname of Mars||||Gradivus
gradus|gradus|ūs|m||a step, pace, gait, walk, at a quick step, at a moderate pace, hasten, charge, A station, position, ground, steps, rounds, stairs, a step, stage, degree, grade, towards my return, An approach, advance, progress, march, form, march.&mdash;A step, degree, grade, stage, rank, interval, notes, intervals, distinction, stages, Self-possession, be disconcerted.&mdash;A position, relation, overthrown||||gradus
Graece|Graecē|||adv.|in the Greek language, in Greek||||Graece
graecor|graecor|ātus, ārī||dep.|to imitate the Greeks, live in the Greek manner||||graecor
Graecostasis|Graecostasis|is|f||a building in which foreign ambassadors awaited decisions of the senate||||Graecostasis
Graeculus|Graeculus|||adj.|Grecian, Greek, thorough Greek, m, a Greekling||||Graeculus
Graecus|Graecus|||adj.|of the Greeks, Greek, Grecian||||Graecus
Graiugena|Grāiugena|ae|m||a Grecian by birth, Greek||||Graiugena
Graius|Grāius|||adj.|of the Greeks, Grecian, Greek||||Graius
gramen|grāmen|inis|n||grass, blade of grass, pasture, the sod, A plant, herb||||gramen
gramineus|grāmineus|||adj.|of grass, covered with grass, grassy, of bamboo||||gramineus
grammatica|grammatica|ae|f||||||grammatica1
grammatica|grammatica|ōrum|n||grammar, philology||||grammatica2
grammaticus|grammaticus|||adj.|of grammar, grammatical||||grammaticus
granaria|grānāria|ōrum|n||a store-house for corn, granary||||granaria
grandaevus|grandaevus|||adj.|in years, old, aged||||grandaevus
grande|grande|||adv.|loudly||||grande
grandesco|grandēscō|&mdash;, &mdash;, ere|||to become great, grow||||grandesco
grandiculus|grandiculus|||adj.|rather large, pretty well grown||||grandiculus
grandifer|grandifer|era, erum||adj.|bearing largely, productive||||grandifer
grandiloquus|grandiloquus|ī|m||speaking loftily, grandiloquent.&mdash;Plur. m, boasters||||grandiloquus
grandis|grandis|e||adj.|full-grown, large, great, full, abundant, a large sum, massive, grown up, large, big, tall, Advanced in years, aged, old, large, great, strong, powerful, weighty, severe, lofty, noble, n, great, lofty, dignified, noble||||grandis
granditas|granditās|ātis|f||grandeur, sublimity||||granditas
granditer|(granditer)|||adv.|loftily||||granditer
grandiuscula|(grandiuscula|error for grandicula, T.|||||||grandiuscula
grando|grandō|inis|f||hail, a hailstorm||||grando
granifer|grānifer|era, erum||adj.|grain-bearing, of ants||||granifer
granum|grānum|ī|n||a grain, seed, small kernel, Corn, grain||||granum
graphium|graphium|ī|n||a writing-style||||graphium
grassans|grassāns||||P. of grassor||||grassans
grassator|grassātor|ōris|m||a disorderly person, rioter, footpad, bully||||grassator
grassor|grassor|ātus, ārī||dep.|to go, move, go about, To loiter, idle, riot, to go, proceed, act, move, be actuated by, make approaches obsequiously, To advance, take measures, make an attack||||grassor
gratans|grātāns||||P. of grator||||gratans
grate|grātē|||adv.|with pleasure, agreeably, gladly, willingly, Thankfully, gratefully||||grate
grates|grātēs||f||thanks, thanksgiving, pay you||||grates
gratia|grātia|ae|f||favor, esteem, regard, liking, love, friendship, partiality, curry favor, reconciliation, with a good grace, harmony, interrupted friendship, partiality, to the satisfaction of, tokens of favor.&mdash; Charm, beauty, loveliness, A favor, kindness, courtesy, service, obligation, forgives, to please, for the favor shown him on the trial, Thanks, thankfulness, gratitude, acknowledgment, I thank, received, thank heaven, no thanks to, expressed, thanked him, am grateful, take as a favor, express.&mdash;A return, requital, recompense, requited, by a recompense, the graces, three goddesses of loveliness, attendants of Venus, collect., a cause, reason, ground, occasion, motive, sake, in favor, on account, for the sake, for, for instance, for that reason, for what purpose, why?, a favorite||||gratia
gratificatio|grātificātiō|ōnis|f||obligingness, complaisance||||gratificatio
gratificor|grātificor|ātus, ārī||dep.|to do a favor, oblige, gratify, please, court the favor of, do as a favor, To give up, surrender, yield, sacrifice, concede||||gratificor
gratiis|grātiīs|||adv.|without reward, for nothing, gratis||||gratiis
gratiosus|grātiōsus|||adj.|full of favor, in favor, popular, acceptable, beloved, agreeable, in higher favor, through favor, That shows favor, obliging, complaisant||||gratiosus
gratis|grātīs|||adv.|out of favor, through kindness, without recompense, without pay, for nothing, gratuitously, gratis||||gratis
grator|grātor|ātus, ārī||dep.|to manifest joy, wish joy, congratulate, rejoice with, rejoice, on their return, To give thanks, express gratitude||||grator
gratuito|grātuītō|||adv.|without pay, for naught, gratis, gratuitously, for no particular reason, wantonly||||gratuito
gratuitus|grātuītus|||adj.|done without pay, not for reward, free, spontaneous, voluntary, gratuitous, spontaneous, unprovoked, in vain||||gratuitus
gratulabundus|grātulābundus|||adj.|congratulating||||gratulabundus
gratulatio|grātulātiō|ōnis|f||a manifestation of joy, wishing joy, congratulation, rejoicing, joy, in his honor, A joyful festival, public thanksgiving||||gratulatio
gratulator|(grātulātor|ōris|m||one who congratulates||||gratulator
gratulor|grātulor|ātus, ārī||dep.|to manifest joy, be glad, congratulate, rejoice, Supin. acc., To give thanks, render thanks, thank||||gratulor
gratus|grātus|||adj.|beloved, dear, acceptable, pleasing, agreeable, welcome, acceptable, with content, n., do us a favor, a very great favor, something pleasant, supin. abl., Thankful, grateful, thankworthy, deserving, procuring thanks, it might have procured me thanks, productive of gratitude||||gratus
gravans|gravāns|ntis|||P. of gravo||||gravans
gravanter|gravanter|||adv.|reluctantly||||gravanter
gravate|gravātē|||adv.|with difficulty, reluctantly, unwillingly, grudgingly||||gravate
gravatim|gravātim|||adv.|reluctantly, unwillingly||||gravatim
gravatus|gravātus||||P. of gravo||||gravatus
grave|grave|||adv.|strongly, rankly||||grave
gravedinosus|gravēdinōsus|||adj.|subject to colds, taking cold easily||||gravedinosus
gravedo|gravēdō|inis|f||a cold, catarrh||||gravedo
gravesco|gravēscō|&mdash;, &mdash;, ere|||to become burdened, grow heavy, to grow worse||||gravesco
graviditas|graviditās|ātis|f||pregnancy||||graviditas
gravido|(gravidō)|&mdash;, ātus, āre|||to load, impregnate||||gravido
gravidus|gravidus|||adj.|laden, filled, full, swollen, fruit-laden, loaded, Burdened, pregnant, with child, with young||||gravidus
gravis|gravis|e||adj.|heavy, weighty, ponderous, burdensome, loaded, laden, burdened, heavy money, money of the old standard, With young, pregnant, deep, grave, low, bass, strong, unpleasant, offensive, rank, Burdening, oppressive, serious, gross, indigestible, unwholesome, noxious, severe, sick, season, weather, season, sick, difficult, heavy, hard to bear, heavy, burdensome, oppressive, troublesome, grievous, painful, hard, harsh, severe, disagreeable, unpleasant, oppressive, a trouble, hostile, more serious, more formidable, n., greater hardships, strong, weighty, important, grave, influential, most solemn, of weight, of authority, eminent, venerable, great, more settled, sober||||gravis
gravissime|gravissimē|see graviter.|||||||gravissime
gravitas|gravitās|ātis|f||weight, heaviness, Pregnancy, Unwholesomeness, oppressiveness, severity, heaviness, &lt;*&gt;ulness, dearness, disagree&lt;*&gt;bleness, Disease, sickness, heaviness, slowness, Harshness, severity, weight, importance, weight, dignity, gravity, presence, influence, without loss of dignity||||gravitas
graviter|graviter|||adv.|weightily, heavily, ponderously, deeply, Vehemently, strongly, violently, vehemently, violently, deeply, severely, harshly, unpleasantly, disagreeably, sadly, took to heart, sorrowfully, to be not very ill, with poisonous breath, With dignity, weightily, impressively, gravely, seriously, with propricty, were greatly influenced by you||||graviter
gravo|gravō|āvī, ātus, āre|||to make heavy, load, burden, weigh down, weight, oppress, loaded with fruit, to burden, oppress, incommode, To make more grievous, aggravate, increase||||gravo
gravor|gravor|ātus, ārī||dep.|to be burdened, feel incommoded, be vexed, take amiss, bear with reluctance, regard as a burden, hesitate, do unwillingly, to be loath, shrink from bringing, throwing off||||gravor
gregalis|gregālis|e||adj.|of a flock, of the same flock, m, comrades, companions, fellows, Of a common soldier||||gregalis
gregarius|gregārius|||adj.|of the herd, of the common sort, common, privates||||gregarius
gregatim|gregātim|||adv.|in flocks, in crowds, in throngs||||gregatim
gremium|gremium|ī|n||a lap, bosom||||gremium
gressus|gressus|ūs|m||a stepping, going, step, course, way, slowly, steer||||gressus2
gressus|gressus||||⋲㔴⋳?Ă耀||||gressus1
grex|grex|gregis|m||a flock, herd, drove, swarm||||grex
gruis|gruis|is, see grus.|||||||gruis
grunditus|grūndītus (grūnnītus)|ūs|m||a grunting||||grunditus
grunnio|grūnniō|īvī, &mdash;, īre|||to grunt||||grunnio
grus|grūs||m||a crane||||grus
gryps|grȳps|grȳpis|m||a griffin (a fabulous four-legged bird)||||gryps
gubernaculum|gubernāculum||n||a helm, rudder, guidance, direction, control, government||||gubernaculum
gubernatio|gubernātiō|ōnis|f||a steering, piloting, Direction, management, government, by the senate||||gubernatio
gubernator|gubernātor|ōris|m||a steersman, helmsman, pilot, A director, ruler, governor||||gubernator
gubernatrix|gubernātrīx|īcis|f||a conductress, directress||||gubernatrix
guberno|gubernō|āvī, ātus, āre|||to steer, pilot||||guberno
