oscitanter|oscitanter|ōscitanter|||adv.|carelessly, negligently |||
oscito|oscito|(ōscitō, &mdash;, &mdash;, āre)| see oscitans. ||||||
osculatio|osculatio|ōsculātiō| ōnis|f||a kissing |||
osculor|osculor|ōsculor| ātus, ārī||dep.|to kiss, To embrace, value, prize |||
osculum|osculum|ōsculum| ī|n||a little mouth, pretty mouth, sweet mouth, kiss, A kiss, imprint, hurried kiss |||
osseus|osseus|osseus|||adj.|of bone, bony |||
ostendo|ostendo|ostendō| dī, tus, ere |||to stretch out, spread before, expose to view, show, point out, exhibit, display, appear, display, show themselves, make heard, expose, are brought to light, to show, hold out, disclose, exhibit, manifest, now promise, now threaten, furnish ideas, is paraded as.&mdash;To show, express, indicate, declare, say, tell, make known, as we showed above, demonstrate |||
ostentatio|ostentatio|ostentātiō| ōnis|f||a showing, exhibition, display, to attract notice, open display, An idle show, vain display, pomp, parade, ostentation, my many years' boastful promises.&mdash;A false show, pretence, simulation, deception |||
ostentator|ostentator|ostentātor| ōris|m||a displayer, boaster, vaunter |||
ostento|ostento|ostentō| āvī, ātus, āre|||to present to view, show, exhibit, offer, To show off, exhibit, display, parade, make a display of, boast, vaunt, exhibit themselves.&mdash;To hold up, To hold out, offer, proffer, promise, To hold out, threaten, menace, To show, signify, disclose |||
ostentum|ostentum|ostentum| ī|n||a prodigy, wonder, portent |||
ostentus2|ostentus|(ostentus, ūs)||m||a showing, display, sign, proof, A pretence |||
ostiarium|ostiarium|ōstiārium| ī|n||a tax upon doors, door-tax |||
ostiatim|ostiatim|ōstiātim|||adv.|from door to door, from house to house, to describe in detail |||
Ostiensis|Ostiensis|ōstiēnsis| e||adj.|the superintendence of imports of corn |||
ostium|ostium|ōstium| ī|n||a door, out of doors, open, shut, bolt, door-tax, knocks at, A mouth, entrance, mouth, the Strait of Gibraltar |||
ostrea|ostrea|ostrea| ae|f||an oyster, mussel |||
ostreosus|ostreosus|(ostreōsus)|||adj.|abounding in oysters |||
ostrifer|ostrifer|ostrifer| era, erum||adj.|producing oysters, abounding in oysters |||
ostrinus|ostrinus|ostrīnus|||adj.|purple |||
ostrum|ostrum|ostrum| ī|n||the blood of the seasnail, purple |||
osus|osus|ōsus, ōsūrus||||PP. of odi |||
otior|otior|ōtior| ātus, ārī||dep.|to be at leisure, keep holiday, idle at home |||
otiose|otiose|ōtiōsē|||adv.|at leisure, at ease, without occupation, Calmly, quietly, without haste, gently, gradually, Free from fear, quietly, fearlessly |||
otiosus|otiosus|ōtiōsus|||adj.|at leisure, unoccupied, disengaged, unemployed, idle, Without official employment, free from public affairs, in an interval of leisure, never busier than when free from official business, a private person, one not in official life, Quiet, unconcerned, indifferent, neutral, undisturbed, non-combatants, civilians, Without excitement, quiet, passionless, calm, tranquil, at ease, at leisure, free, idle, unemployed |||
otium|otium|ōtium| ī|n||leisure, vacant time, freedom from business, Ease, inactivity, idleness, Leisure, time, time to hear, when I have time, if you have time.&mdash;Rest, repose, quiet, peace, enjoyed calm repose, in times of peace, at their ease, The fruit of leisure, poems |||
ovans|ovans|ovāns| antis||adj.|exulting, joyful, triumphant, uttering exultant cries, triumphal chariot |||
ovatus|ovatus|ovātus||||P. of ovo |||
ovile|ovile|ovīle| is|n||a sheepfold, A fold for goats, An enclosure in the Campus Martius, where the votes were cast at the comitia |||
ovillus|ovillus|ovīllus|||adj.|of sheep, sheep- |||
ovis|ovis|ovis| is|f||a sheep, made the wolf shepherd, wool |||
ovo|ovo|ovō| &mdash;, &mdash;, āre|||to exult, rejoice |||
ovum|ovum|ōvum| ī|n||an egg, to lay, hatched, spawn, the beginning of the meal, from the beginning to the end, of the same mother |||
pabulatio|pabulatio|pābulātiō| ōnis|f|| , a collecting of fodder, foraging |||
pabulator|pabulator|pābulātor| ōris|m|| , a forager |||
pabulor|pabulor|pābulor| ātus, ārī||dep.| , to forage, Supin. acc. |||
pabulum|pabulum|pābulum| ī|n|| , food, nourishment, food for cattle, fodder, pasturage, grass, the grass, ambrosia, food, nourishment, sustenance |||
pacalis|pacalis|pācālis| e||adj.| , of peace, peaceful, token of peace, on the altar of Peace |||
pacatus|pacatus|pācātus|||adj.| , pacified, quieted, peaceful, quiet, calm, tranquil, undisturbed, n., a friendly sountry, without enmity |||
pacifer|pacifer|pācifer| fera, ferum||adj.| , peacebringing, peaceful, pacific, Mercury |||
pacificatio|pacificatio|pācificātiō| ōnis|f|| , a peace-making, pacification |||
pacificator|pacificator|pācificātor| ōris|m|| , a peace-maker, pacificator |||
pacificatorius|pacificatorius|pācificātōrius|||adj.| , peace-making, pacificatory |||
pacifico|pacifico|(pācificō)| &mdash;, ātus, āre ||| , to make peace, conclude peace, Supin. acc., To pacify, appease |||
pacificus|pacificus|pācificus|||adj.| , peace-making, pacific, peaceable |||
paciscor|paciscor|pacīscor| pactus, ī||dep.| , to agree together, bargain, contract, agree, covenant, stipulate, transact, stipulate for, bind themselves, had been agreed upon, under an agreement, that, To betroth, to barter, hazard, stake |||
paco|paco|pācō| āvī, ātus, āre ||| , to make peaceful, quiet, pacify, subdue, soothe, are subdued |||
pacta|pacta|pacta| ae|f|| , a betrothed woman, bride |||
pactio|pactio|pactiō| ōnis|f|| , an agreeing, agreement, covenant, contract, stipulation, bargain, pact, conditions, by agreeing to yield him the province, promise.&mdash;An agreement between farmers general and the people of a province, A corrupt bargaining, underhand agreement, a form of words |||
Pactolus|Pactolus|Pactōlus (-los)| ī|m||a river of Lydia, with golden sands |||
pactor|pactor|pactor| ōris|m|| , a contractor, negotiator |||
pactum|pactum|pactum| ī|n|| , an agreement, covenant, contract, stipulation, compact, pact, A marriage-contract, a manner, way, means, how, thereby |||
pactus1|pactus|pactus|||adj.| , agreed, settled, determined, covenanted, stipulated, betrothed |||
pactus2|pactus|pāctus||||P. of pango |||
Paean|Paean|Paeān| ānis|m||the god of healing (an epithet of Apollo) |||
paedagogus|paedagogus|paedagōgus| ī|m||a governor, preceptor, pedagogue (a slave to guide and attend children) |||
paedico|paedico|paedīco| &mdash;, &mdash;, āre|||to practice unnatural vice upon |||
paedor|paedor|paedor or pēdor| ōris|m|| , nastiness, filth |||
paelex|paelex|paelex or pēlex or pellex| icis|f||a kept mistress, concubine (as rival of a wife) |||
paene|paene|paene|||adv.|nearly, almost, as I may say |||
paeninsula|paeninsula|paenīnsula (pēn-)| ae|f|| , a peninsula |||
paenitendus|paenitendus|paenitendus|||adj.| , to be repented of, blamable, objectionable |||
paenitens|paenitens|paenitēns| entis||adj.| , repentant, penitent, m. |||
paenitentia|paenitentia|paenitentia||f|| , repentance, penitence |||
paeniteo|paeniteo|paeniteō|||| , to make sorry, cause to repent, To repent, be sorry, it repents, makes sorry, grieves, rues, of repentance, It discontents, displeases, vexes, makes angry, offends, dissatisfies, are dissatisfied with, be not offended that I call thee a shepherd, were you not content?, are you not satisfied? |||
paenula|paenula|paenula (pēn-)| ae|f||a woollen outer garment covering the body, travelling-cloak, mantle |||
paenulatus|paenulatus|paenulātus|||adj.| , wearing the paenula, in travelling dress |||
paeon|paeon|paeōn| ōnis|m||a metrical foot of one long and three short syllables (in any order) |||
Paeonius|Paeonius|Paeōnius|||adj.|of Paeon (god of physicians), healing, medicinal |||
paetulus|paetulus|paetulus|||adj. | , with a cast in the eye, slightly blink-eyed |||
paetus|paetus|paetus|||adj.|with a cast in the eye, blinking, leering |||
paganus|paganus|pāgānus|||adj.| , of the country, of a village, rustic, m., a countryman, peasant, villager, rustic, a civilian, non-combatant |||
pagatim|pagatim|pāgātim|||adv.| , by villages, in every village |||
pagella|pagella|pāgella| ae|f|| , a little page |||
pagina|pagina|pāgina| ae|f|| , a leaf of paper, sheet, page, letter. &mdash;A slab, tablet, upon one's statue, recording his claims to honor |||
paginula|paginula|pāginula| ae|f|| , a little page |||
pagus|pagus|pāgus| ī|m|| , a district, canton, hundred, province, region, the country, a district, canton, Collect., the villagers, country people |||
pala|pala|pāla| ae|f|| , a spade, The bezel |||
palaestra|palaestra|palaestra| ae|f||a wrestling school, wrestling-place, place of exercise, gymnasium, palaestra |||
palaestrice|palaestrice|palaestricē|||adv.|after the manner of the palaestra |||
palaestricus|palaestricus|palaestricus|||adj.|of the palaestra, palaestric |||
palaestrita|palaestrita|palaestrīta| ae|m||a professional wrestler, gymnast |||
palam1|palam|palam|||adj.||||
palam2|palam|palam|||| , before, in the presence of |||
palans|palans|pālāns| antis|||P. of palor |||
Palatinus|Palatinus|Palātīnus|||adj.|of the Palatium, Palatine |||
palatium|palatium|palātium| ī|n|| , the Palatine hill, on which was the residence of Augustus, a palace, the temple of Cybele, the palace of the sky |||
palatum|palatum|palātum| ī|n||the palate |||
palea|palea|palea| ae|f|| , chaff |||
palearia|palearia|paleāria| &mdash;||| , a dew-lap |||
Pales|Pales|Palēs| is|f|| , an Italian goddess of shepherds and pastures |||
Palicus|Palicus|Palīcus| ī|m||a son of Jupiter, worshipped at Palica, in Sicily |||
Palilis|Palilis|Palīlis or Parīlis| e||adj.| , of Pales, a fire of straw at the feast of Pales, n, the feast of Pales, shepherd festival |||
palimpsestus|palimpsestus|palimpsēstus| ī|m||a parchment rewritten after erasure, palimpsest |||
paliurus|paliurus|paliūrus| ī|m||a plant, Christ'sthorn |||
palla|palla|palla| ae|f|| , a long robe, mantle, A mantle, outer garment, the tragedian's garb, An under-garment |||
Palladium|Palladium|Palladium| ī|n||an image of Pallas |||
Pallantis|Pallantis|Pallantis| idos|f||Aurora, The day |||
Pallas|Pallas|Pallas| adis and ados|f||a surname of Athene (identified with the Roman Minerva) |||
pallens|pallens|pallēns| entis||adj.| , pale, wan, making pale, bad, faint, pale, yellowish, dark |||
palleo|palleo|palleō| uī, &mdash;, ēre ||| , to be pale, turn pale, blanch, must look pale, To grow pale, be anxious, be fearful, To lose color, change color, fade, were discolored |||
pallesco|pallesco|pallēscō| palluī, ere||| , to turn pale, blanch, to turn pale with emotion, To turn pale, be yellow, wither |||
palliatus|palliatus|palliātus|||adj.| , dressed in a pallium, Grecian statues |||
pallidulus|pallidulus|pallidulus|||adj. | , somewhat pale, rather colorless |||
pallidus|pallidus|pallidus|||adj.| , pale, pallid, colorless, well or sick, causing paleness, in terror, unseemly, love-sick |||
palliolum|palliolum|palliolum| ī|n|| , a small Greek mantle, little cloak, A hood |||
pallium|pallium|pallium| ī|n|| , a cover, coverlet, A Grecian cloak, mantle |||
pallor|pallor|pallor| ōris|m|| , pale color, paleness, wanness, pallor, the paleness of death, Alarm, terror, A disagreeable color, unsightliness, the god of fear |||
palma|palma|palma| ae|f||the palm, flat hand |||
palmaris|palmaris|palmāris| e||adj.| , of the palm, superior, excellent |||
palmarius|palmarius|palmārius|||adj.| , of the palm, deserving the prize, excellent, n., a prize-achievement, masterpiece |||
palmatus|palmatus|palmātus|||adj.| , bearing palms, embroidered with palm-twigs |||
palmes|palmes|palmes| itis|m|| , a young vine-branch, vine-sprig, vine-sprout, vine, A bough, branch |||
palmetum|palmetum|palmētum| ī|n|| , a palm-grove.&mdash; Plur. |||
palmifer|palmifer|palmifer| fera, ferum||adj.| , palm-bearing, abounding in palms |||
palmosus|palmosus|palmōsus|||adj.| , full of palm-trees |||
palmula|palmula|palmula| ae|f|| , an oar-blade, oar |||
palor|palor|pālor| ātus, ārī||dep.| , to wander up and down, wander, roam, saunter, be dispersed, straggle |||
palpebrae|palpebrae|palpebrae| ārum|f||the eyelids |||
palpito|palpito|palpitō| &mdash;, &mdash;, āre||| , to tremble, quiver, palpitate |||
palpo|palpo|palpō| &mdash;, &mdash;, āre ||| , to wheedle, coax |||
palpor|palpor|palpor| ātus, ārī||dep.| , to stroke, touch softly, pat, caress, to wheedle, flatter |||
paludamentum|paludamentum|palūdāmentum| ī|n||a military cloak, soldier's cloak |||
paludatus|paludatus|palūdātus|||adj.|with a military cloak, in the garb of a general, in field dress |||
paludosus|paludosus|palūdōsus|||adj.| , fenny, boggy, marshy |||
palumbes|palumbes|palumbēs| is|m|| , a woodpigeon, ring-dove |||
palus2|palus|palūs||f||a swamp, marsh, morass, bog, fen, pool |||
palus1|palus|pālus| ī|m|| , a stake, prop, stay, pale, A stake, wooden post |||
paluster|paluster|palūster| tris, tre||adj.| , fenny, marshy, swampy, of the marsh |||
pampineus|pampineus|pampineus|||adj.| , of vine-leaves, of tendrils, wrapped with vine-leaves, the perfume of wine, of vine-leaves |||
pampinus|pampinus|pampinus| ī|m|| , a tendril of a vine, vine-leaf, vine-foliage |||
Pan|Pan|Pān| Pānos|m||Pan, son of Mercury, god of woods and shepherds, often represented as half man, half goat |||
panacea|panacea|panacēa| ae|f||an herb said to heal all diseases, all-heal, panacea, catholicon |||
panchrestus|panchrestus|panchrēstus|||adj.|good for everything, universally useful |||
pancratium|pancratium|pancratium| ī|n||a gymnastic contest, including wrestling and boxing |||
pando|pando|pandō| pandī, passus, ere ||| , to spread out, extend, unfold, expand, extends, open out, is not yet full, To throw open, open, lay open, disclose, split, open, to spread, extend, extend their influence, To open, to unfold, make known, publish, reveal, explain |||
pandus|pandus|pandus|||adj.| , bent, crooked, curved, crook-backed |||
panegyricus|panegyricus|panēgyricus|||adj.|of a public assembly, festival, As |||
pango|pango|pangō| pepigī or pēgī ||| , to fasten, make fast, fix, drive in, to make, compose, write, record, celebrate, contrive, To fix, settle, determine, agree upon, agree, covenant, conclude, stipulate, contract, To promise in marriage, betroth, the marriage contract |||
panicum|panicum|pānicum| ī|n|| , panic-grass |||
panis|panis|pānis| is|m|| , bread, a loaf, coarse bread, black bread, A loaf, lump, mass |||
panniculus|panniculus|panniculus| ī|m|| , a bit of cloth, rag, of silk |||
pannosus|pannosus|pannōsus|||adj.| , ragged, tattered |||
pannus|pannus|pannus| ī|m|| , a piece of cloth, garment of cloth, A rag, patch, tatters |||
Panomphaeus|Panomphaeus|Panomphaeus| ī|m||source of all oracles, i. e. Jupiter |||
panthera|panthera|panthēra| ae|f||a panther |||
Panthoides|Panthoides|Panthoidēs| ae|m||son of Panthus, Euphorbus, Pythagoras, who claimed that he had been Euphorbus in a previous life, is called Panthoides |||
papae|papae|papae||||wonderful! strange! |||
papas|papas|pāpās (pappās)| &mdash;|m||a governor, tutor |||
papaver|papaver|papāver| eris|n||a poppy |||
papavereus|papavereus|papāvereus|||adj.| , of poppies, poppy-flowers |||
Paphius|Paphius|Paphius|||adj.|of Paphos (a city of Cyprus) |||
papilio|papilio|pāpiliō| ōnis|m|| , a butterfly, moth |||
papilla|papilla|papilla| ae|f|| , a nipple, teat, breast |||
pappas|pappas|pappās| see papas. ||||||
papula|papula|papula| ae|f|| , a pustule, pimple |||
papyrifer|papyrifer|papȳrifer| fera, ferum||adj.| , producing papyrus |||
papyrus|papyrus|papȳrus| ī|f||the paper-plant, paper-reed, papyrus; hence, a garment of papyrus-bark |||
par|par|pār| paris||adj.| , equal, of equal size, equally criminal, horsemen against horsemen, not equal to the task, indecisive, peers in song, as large as, extremely rare, meet, like, equals, Equal, a match, not on an equality, an adversary, with equal speed, Equal, well-matched, suitable, adequate, kindred spirits, birds of a feather flock together, esse, fit, meet, suitable, proper, right, respondeo or refero, like for like, tit for tat, give as good as you get, to play, even and odd, m, a companion, fellow, comrade, mate, spouse, n., a pair, couple |||
parabilis|parabilis|parābilis| e||adj.| , easily procured, easy to be had, accessible, at hand |||
parapsis|parapsis|parapsis| see paropsis. |||ing |||
parasita|parasita|parasīta| ae|f|| , a female parasite |||
parasitaster|parasitaster|parasītaster| trī|m|| , a sorry parasite |||
parasitus|parasitus|parasītus| ī|m||a toad-eater, sponge, tuft-hunter, parasite |||
parate|parate|parātē|||adv.| , with preparation, composedly |||
paratio|paratio|parātiō| ōnis|f|| , a preparing, procuring, compassing the crown |||
paratus2|paratus|parātus| ūs|m|| , a preparation, provision, outfit, want of preparation, clothing |||
paratus1|paratus|parātus|||adj.| , prepared, ready, Well prepared, provided, furnished, fitted, equipped, skilled, learned, versed, a master in dissimulation, n., nothing is ready, contentment |||
Parca|Parca|Parca| ae. |f|| , a goddess of Fate, the Fates |||
parce|parce|parcē|||adv.| , sparingly, frugally, thriftily, penuriously, parsimoniously, stingily, Sparingly, moderately, seldom |||
parcens|parcens|parcēns| ntis||adj.| , sparing, niggardly |||
parcimonia|parcimonia|(parcimōnia)| see parsim-. |||ƒx|||
parco|parco|parcō| pepercī or ||| , to act sparingly, be sparing, spare, refrain from, use moderately, reserve for your children, to spare, preserve by sparing, treat with forbearance, use carefully, not injure, show mercy, avoid a disagreeable topic, To abstain, refrain, forbear, leave off, desist, stop, cease, let alone, omit, refuse, abstain from, cease from, shrink from facing, refrain from, gerund. |||
parcus|parcus|parcus|||adj.| , sparing, frugal, thrifty, economical, niggardly, stingy, penurious, parsimonious, of poverty, Sparing, chary, moderate, moderate, Spare, scanty, little, small, slight |||
pardalis|pardalis|pardalis| is|f||a female panther |||
pardus|pardus|pardus| ī|m||a male panther |||
parens2|parens|parēns| entis |m|| , a procreator, father, mother, parent, to be revered as a father, A grandparent, progenitor, ancestor, ancestral, relations, kinsfolk, kindred, a father, founder, inventor, author, Jupiter |||
parens1|parens|pārēns| entis||adj.| , obedient, m, subjects |||
parentalis|parentalis|parentālis| e||adj.| , of parents, parental, of my parents, Of the festival in honor of dead parents and kindred, an annual observance, n, a festival in honor of dead kindred |||
parento|parento|parentō| &mdash;, ātus, āre ||| , to offer a solemn sacrifice in honor of dead kindred, To bring an offering to the dead parent, avenge the dead, to appease, satisfy |||
pareo|pareo|pāreō| uī, &mdash;, ēre ||| , to appear, be visible, be at hand, are intelligible, it is clear, is evident, is manifest, if it be proved.&mdash;To obey, be obedient, submit, comply, is swayed by, To be subject, be dependent, be subservient, must be slave or master, To submit, comply, indulge, gratify, yield, To satisfy, fulfil, accomplish, pay |||
paricida|paricida|(pāricīda, pāricīdium)| see parricid-. |||ING|||
pariens|pariens|pariēns| entis|||P. of 2 pario, As |||
paries|paries|pariēs| etis |m||a wall (of a building) |||
parietinae|parietinae|parietinae| ārum|f|| , fallen walls, ruins |||
parilis2|parilis|parilis| e||adj.| , equal, like |||
Parilis1|Parilis|Parīlis| see Palilis. |||N|||
pario|pario|pariō| peperī, partus ||| , to bring forth, bear, give birth, drop, lay, spawn, produce, to produce, create, effect, accomplish, devise, invent, procure, acquire, obtain |||
pariter|pariter|pariter|||adv.| , equally, in an equal degree, in like manner, as well, as much, alike, all the same, as swift as, the remotest as well as the nearest, At the same time, together, at once, side by side, as soon as . . . at once, In like manner, likewise, also |||
parma|parma|parma||f||a small round shield, light shield, target (for cavalry or light infantry) |||
parmatus|parmatus|parmātus|||adj.| , bearing the parma, with light shields, light-armed |||
parmula|parmula|parmula| ae|f|| , a little shield |||
paro2|paro|parō| &mdash;, ātūrus, āre ||| , to make equal, assume equal authority |||
paro1|paro|parō| āvī, ātus, āre ||| , to make ready, prepare, furnish, provide, arrange, order, contrive, design, make preparations, make ready, for whom the Fates are making ready, assume, prepare for flight, introduce, ready to speak, reflex. pron., to prepare oneself, get ready, To prepare, intend, resolve, purpose, determine, meditate, be on the point of, be about, so ordered.&mdash;To procure, acquire, get, obtain, To procure with money, buy, purchase |||
parochus|parochus|parochus| ī|m||a purveyor, provincial officer, required to entertain travelling magistrates |||
paropsis|paropsis|paropsis (parap-)| idis|f||a small dish for delicacies, dessert-dish |||
parra|parra|parra| ae|f||a bird of ill omen, screech-owl |||
parricida|parricida|parricīda (pārī-)| ae ||| , one who slays his father, a murderer of his parent, parricide, A murderer of a near kinsman, An assassin of the chief magistrate, A murderer, assassin, A parricide, outlaw, traitor, desperate criminal |||
parricidium|parricidium|parricīdium (pāri-)| ī|n|| , the murder of a father, assassination of parents, parricide, The murder of a near kinsman, Parricide, treason, horrible crime, high treason |||
pars|pars|pars| partis |f|| , a part, piece, portion, share, division, section, twice as much, be shared with thee, a great part, influence, Collect., some, part, several, many, the majority, most men, a minority, sing. adverb., in part, partly, mostly, in large part, by no means, utterly, wholly, pro, for their share, for his own part, with my best efforts, ex, partly, in any degree, to a large extent, not in the slightest degree, in opposition, on the other hand, ab, in all respects, wholly, plur, multis or omnibus, by a great deal, far, the great majority, in all respects.&mdash;Acc. sing, magnam or maximam, in great part, for the most part, sing, in, in that sense, direction, in such manner, to the end, put the worst construction on, in both directions, in no way, filling her place, plur, in, in every way, a party, faction, side, a part, character, assumed person, the principal &lt;*&gt;aracter, a youthful part, inferior, A part, function, office, duty, A part, place, region, district, country, a part, fraction, fourths, thirds, tenths, A part of the body, member, the private parts |||
parsimonia|parsimonia|parsimōnia (parci-)| ae|f|| , frugality, thrift, parsimony |||
parthenice|parthenice|parthenicē| ēs|f||a plant, parthenium |||
Parthenope|Parthenope|Parthenopē| ēs|f||Neapolis (where the Siren Parthenope was buried) |||
particeps|particeps|particeps| cipis||adj.| , sharing, partaking, participant, m., a partner, comrade, fellow-soldier |||
participo|participo|participō| āvī, ātus, āre ||| , to make partaker, for a community of interests.&mdash; To share, impart, To share in, partake of, participate in |||
particula|particula|particula| ae|f|| , a small part, little bit, particle, grain, jot, specimen |||
partim|partim|partim|||adv.| , partly, in part, pars, a part, some |||
partio|partio|partiō| īvī, ītus, īre ||| , to share, part, distribute, apportion, divide, separated by the barriers |||
partior|partior|partior| ītus, īrī||dep.| , to share, part, distribute, apportion, divide |||
partite|partite|partītē|||adv.| , with proper divisions, methodically |||
partitio|partitio|partītiō| ōnis|f|| , a sharing, parting, partition, division, distribution, method of dividing an inheritance, a logical division, partition, distribution of topics |||
partitus|partitus|partītus||||P. of partio and of partior |||
parturio|parturio|parturiō|||| , to desire to bring forth, be in travail, labor, great cry and little wool, To be big with, be pregnant with, brood over, meditate, purpose, To be in pain, be anxious, be troubled, To bring forth, produce, yield, generate, is budding forth |||
partus2|partus|partus| ūs|m|| , a bearing, bringing forth, birth, delivery, beginnings.&mdash; Young, offspring, foal |||
partus1|partus|partus|||adj.| , gained, acquired, n., an acquisition, possession, store, the conquests of |||
parum|parum|parum|||adv.| , too little, not enough, insufficiently, often enough, est, it is too little, is not enough, does not suffice, is it not enough?, are you not content?, you are not satisfied, habere, to regard as too little, be dissatisfied, be not content, were not satisfied, an insufficiency, too little, not enough |||
parumper|parumper|parum-per|||adv.|for a little while, for a short time, a while, a moment |||
parvitas|parvitas|parvitās| ātis|f|| , smallness, littleness, slightness |||
parvolus|parvolus|parvolus or parvulus|||adj. | , very small, little, petty, slight, skirmish, little, young, when a child, even when caught young, from childhood, from their infancy |||
parvus|parvus|parvus|||adj.| , little, small, petty, puny, inconsiderable, small, short, little, young, the little ones, a little man, in childhood, from infancy, short, brief, little, insignificant, trifling, small, petty, unimportant, both small and great, little, small, low, mean, vile, n., a little, trifle, with little, a very little more, little I care, of little value, it matters little, cared little for |||
pasco|pasco|pāscō| pāvī, pāstus, ere ||| , to cause to eat, feed, supply with food, To feed, nourish, maintain, support, feed with vegetables, To pasture, drive to pasture, attend, to be fed, feed, graze, pasture, chews the cud, To feed, supply, cherish, cultivate, let grow, fed, feeds, pile up debts, To pasture, give as pasture, To graze, browse, To consume, lay waste, ravage, desolate, to feast, delight, satisfy, feed, gratify, cherish, feast myself, live by |||
pascor|pascor|pāscor| pāstus sum, ī||dep.|see pasco |||
pascuus|pascuus|pāscuus|||adj.| , for pasture, grazing, n, pastures |||
passer|passer|passer| eris|m|| , a sparrow, A sea-fish, turbot |||
passerculus|passerculus|passerculus| ī|m|| , a little sparrow, sparrowlet |||
passim|passim|passim|||adv.| , spread, scattered about far and wide, at different places, generally, in every direction, at random, Without order, promiscuously, indiscriminately |||
passus3|passus|passus| ūs |m|| , a step, pace, A footstep, track, trace, A pace, stride, doublestep, a thousand paces, mile |||
passus1|passus|passus|||adj.| , outspread, outstretched, extended, open, under full sail, dishevelled, Spread out, dried, dry, boiled milk, n., wine of dried grapes, raisin-wine |||
passus2|passus|passus||||P. of patior |||
pastillus|pastillus|pāstillus| ī|m|| , a lozenge, troche, pastille |||
pastio|pastio|pāstiō| ōnis|f|| , a pasturing, grazing, pasture |||
pastor|pastor|pāstor| ōris|m|| , a herdsman, shepherd |||
pastoralis|pastoralis|pāstōrālis| e||adj.| , of herdsmen, of shepherds, pastoral |||
pastoricius|pastoricius|pāstōrīcius|||adj.| , of a shepherd, pastoral |||
pastorius|pastorius|pāstōrius|||adj.| , of a herdsman, of a shepherd, the Palilia |||
pastus2|pastus|pāstus| ūs|m|| , pasture, fodder, food, food, sustenance |||
pastus1|pastus|pāstus|||||||
Pataraeus|Pataraeus|Pataraeus|||adj.|of Patara (a seaport of Lycia), Pataraean |||
patefacio|patefacio|patefaciō| fēcī, factus, ere ||| , to lay open, open, throw open, opened, at the breaches, made visible, to disclose, expose, detect, bring to light, convicted |||
patefactio|patefactio|patefactiō| ōnis|f|| , a laying open, discovery |||
patefactus|patefactus|patefactus, patefīō||||asco |||
patella|patella|patella| ae|f|| , a small pan, little dish, platter, A vessel used in sacrifices, offeringdish |||
patens|patens|patēns| entis||adj.| , open, accessible, unobstructed, passable, n., a broad expanse, breaches, open, exposed, Evident, manifest |||
patenter|patenter|(patenter)|||adv.| , openly, clearly |||
pateo|pateo|pateō| uī, &mdash;, ēre ||| , to stand open, lie open, be open, there lies open, To lie open, be exposed, To stretch out, extend, to be open, be free, be allowable, be accessible, be attainable, to be open, be ready to hear, attend, To be exposed, be liable, To extend, To be clear, be plain, be well known, be manifest |||
pater1|pater|pater| tris|m|| , a father, sire, by an unknown father, paternal love, the head of the household, father of a family, householder, fathers, forefathers, ancestors, progenitors, Jupiter, Vulcan, Bacchus, host, father of his country |||
pater2|pater|pater familiās| see familia. |||asco |||
patera|patera|patera| ae|f|| , a low bowl, flattened dish, saucer, libation-saucer, golden cups |||
paternus|paternus|paternus|||adj.| , of a father, fatherly, paternal, against the father, Of the fatherland, of a native country |||
patesco|patesco|patēscō (-īscō)| patuī, ere||| , to be laid open, be opened, open, To stretch out, extend, to be disclosed, become visible, be manifest |||
pathicus|pathicus|pathicus|||adj.|submitting to lust |||
patibilis|patibilis|patibilis| e||adj.| , tolerable, endurable, Capable of feeling, sensitive |||
patibulum|patibulum|patibulum| ī|n|| , a fork-shaped yoke, forked gibbet |||
patiens|patiens|patiēns| entis||adj.| , bearing, supporting, suffering, enduring, permitting, navigable, Enduring, patient, tolerant, Enduring, firm, unyielding, hard |||
patienter|patienter|patienter|||adv.| , patiently, with endurance, submissively |||
patientia|patientia|patientia| ae|f|| , the quality of suffering, patience, endurance, submission, Forbearance, indulgence, lenity, Humility, Submission to lust, Submissiveness, subjection |||
patina|patina|patina (patena)| ae|f|| , a broad, shallow dish, pan, stewpan, I am thinking of the dishes, a dish large enough |||
patio|patio|(patiō, &mdash;, &mdash;, ere)| old collat. form of patior; only |||ely|||
patior|patior|patior| passus, ī||dep.| , to bear, support, undergo, suffer, endure |||
patrator|patrator|patrātor| ōris|m|| , an effecter, accomplisher |||
patratus|patratus|patrātus|||adj.| , the fetial priest, who ratified a treaty with religious rites |||
patria|patria|patria| ae|f|| , a fatherland, native land, own country, native place, in exile, A dwelling-place, home, the home, the source |||
patricida|patricida|patricīda| ae|m|| , a murderer of a father |||
patricius|patricius|patricius|||adj.| , of fatherly dignity, of senatorial rank, of the patricians, patrician, noble, m, a patrician, nobleman, noble lady, the patricians, nobility, to be adopted into a plebeian family |||
patrimonium|patrimonium|patrimōnium| ī|n|| , an inheritance from a father, paternal estate, inheritance, patrimony, an inheritance, patrimony |||
patrimus|patrimus|patrīmus|||adj.| , that has a father living |||
patrisso|patrisso|patrissō| &mdash;, &mdash;, āre|||to take after a father, act the father |||
patritus|patritus|patrītus|||adj.| , of a father |||
patrius1|patrius|patrius|||adj.| , of a father, fatherly, paternal, of Father Apollo, of his father, Of ancestors, ancestral, family, traditional, household gods, hereditary |||
