Ophion3|nom d'un médecin
Opion2|nom d'un médecin
Palo2|fleuve d'Italie
Paulo2|fleuve de Ligurie [auj. Paglione]
Pullo2|Caes. Pullo (centurion de la légion de Cicéron, qui a rivalisé de bravoure avec son collègue Vorénus).
Sanctio2|ville de Germanie, chez les Rauraci
stello2|v. stellio.
varro2|homme grossier
illibatio|pureté, intégrité
Aristocreon|historien grec
Aristophon|peintre grec
Chardaleon|région de l'Arabie
Cleomedon|lieutenant de Philippe de Macédoine
Diomedon|nom d'homme
paranatellon|qui se lève auprès [en parl. des astres]
Pitholeo|Pitholéon [mauvais poète de Rhodes]
Theromedon|nom d'un roi Scythe
Zon|nom d'homme
dracon|dragon
Dracon2|nom d'un grammairien grec
Draco3|nom d'un grammairien grec
acutiator|Gloss. rémouleur.
Ajutor|c. Adjutor
anclator|serviteur
Archenor|fils d'Amphion et de Niobé
areator|batteur en grange
Bienor|nom d'un centaure / fondateur de Mantoue
Bylazor|ville de Péonie [auj. Bilias]
caritor|cardeur de laine.
cerussator|qui blanchit avec de la céruse
circumspectator|espion
coemtor|acheteur.
colaphizator|qui donne des coups de poing
comisator|qui aime les parties de plaisirs, noceur.
compaginator|assembleur
concionator|- 1 - Aug. harangueur qui flatte le peuple, démagogue, meneur. - 2 - Hier. prédicateur.
debuccinator|trompette (au fig.).
debucinator|trompette (au fig.).
decacuminator|celui qui étête (les arbres).
decisor|qui coupe
decollator|celui qui décapite
defenerator|usurier.
defustator|bûcheron.
degenerator|celui qui dégénère.
delibrator|celui qui ôte.
denigrator|qui dénigre.
denotator|celui qui montre, celui qui indique.
deplantator|celui qui arrache des arbres.
deplumator|celui qui déplume.
depugnator|assaillant
depulsator|celui qui écarte.
desperator|celui qui a renoncé
dilatrator|Aug. aboyeur.
dimensor|mesureur
dimulgator|Dig. celui qui promulgue.
dirutor|Hier. destructeur.
dispersor|dissipateur
dissensor|celui qui est d'un avis différent
elargitor|Dig. qui fait des largesses.
elicitor|celui qui attire
elisor|celui qui écrase
enunciator|Aug. celui qui raconte, celui qui expose.
Evenor2|Evénor (nom d'homme).
excussor|celui qui secoue, fait sortir
fatigator|celui qui fatigue
flagrator|qui fouette.
fortunator|Aug. qui rend heureux.
fraxator|celui qui fait le guet, sentinelle de nuit.
implorator|celui qui implore.
incespitator|v. caespitator.
infalsator|faussaire
inflammator|celui qui allume
intemptentator|celui qui ne tente pas
intinctor|- 1 - celui qui trempe, teinturier. - 2 - celui qui baptise.
liquator|Cels. fondeur.
mesor|v. mensor.
mutilator|qui mutile.
naviculator|propriétaire d'un navire, armateur.
peremtior|meurtrier.
Pisenor|nom d'homme
Plator|nom d'h.
proquaestor|proquesteur.
rationator|calculateur
restitor|celui qui s'arrête
sallitor|c. salsamentarius
saltor|danseur
scansor|ouvrier qui fait des escaliers
sculpator|sculpteur
scultator|éclaireur
subccursor|second dans les combats du cirque
subreptor|Gloss. voleur.
suppostor|celui qui met la monnaie sous le balancier
temptor|Sen. celui qui méprise, contempteur.
temtor|Sen. celui qui méprise, contempteur.
terebrator|celui qui perce
tersor|celui qui essuie, qui frotte
variator|brodeur
ventor|celui qui vient, qui arrive
volator|Aug. celui qui vole.
Volutor|n. d'h.
Vulsor|nom d'homme
Amor2|l'Amour (= Cupidon, fils de Vénus).
Genitor2|Génitor (nom d'homme).
Liberator2|épithète de Jupiter
Pastor2|nom d'homme
Posterior2|le second en parl. de deux
Tutor3|nom d'h.
Viator2|nom d'h.
adtrectator|celui qui palpe
Acrocorinthos|l'Acrocorinthe, citadelle de Corinthe.
Aethalos|nom propre
aevos|[arch.]
Ainos|source près de la mer Rouge
Anauros|fleuve de Thessalie
Antiphellos|ville de Lycie
antistrophos|antistrophe
Antros|île à l'embouchure de la Garonne
Araxos|promontoire du Péloponnèse
Argennos|île près de l'Ionie
Ariacos|ville de Mysie
arnoglossos|plantain
artolagynos|[probt] pains en forme de bouteille
Ascapos|île déserte près de la Chersonèse
aspalathos|astragale [plante]
astrios|sorte de saphir
Axanthos|île au n.-ouest de la Gaule [auj. Ouessant]
Bargylos|c. Bargylia.
buphtalmos|chrysanthème / joubarbe [plante]
cacizotechnos|c. catatexitechnos.
Calliaros|ville de Locride
Cephalonnesos|île située près de la Chersonnèse Taurique et ville du même nom
cernos|sorte de grand vase de terre qui servait dans les sacrifices
chalcophtongos|sorte de pierre précieuse qui a le son du cuivre
chamaelycos|verveine [plante]
choros|espèce de plante ? [texte difficile à interpréter]
Christotocos|mère du Christ.
Cibotos|ancien nom d'Apamée de Phrygie
Cnidos|Gnide ou Cnide (ville de Carie, avec un temple pour Vénus).
Cnossos|Gnosse, Cnossos (ville de Crète).
Cocinthos|promontoire du Bruttium
Coelos|port de Thrace
Coeranos|Céranus (nom d'homme).
colossos|colosse, statue colossale
Condatomagos|ville d'Aquitaine
Corinthos|Corinthe [sur l'isthme de ce nom].
Coros|fleuve de la Perse
Crianos|fleuve d'Éolide
Crommyonnesos|île près de Smyrne
Crunos|ancien nom de Dionysopolis
Cyaneos|fleuve de Colchide
cyprios|le pied cyprien ( - -) ??
Dagolassos|ville de la petite Arménie
Damascos|Damas (capital de la Syrie).
Dascylos|ville de Bithynie
Datos|ville de Thrace
Demonnesos|île de la Propontide
Dercylos|(Lebaigue P. 354) Dercyle (un jeune chasseur arcadien à qui Diane apprit l'art de la chasse).
Desticos|île de la mer Égée
Dimastos|petite île près de Rhodes
diosbalanos|Plin. marron (sorte de châtaigne comestible).
diphtongos|diphtongue.
Dromiscos|île voisine de l'Ionie, qui se trouva ensuite réunie au continent
Dyscelados|île de l'Adriatique
dysosmos|germandrée aquatique (plante).
Echeleos|fleuve de l'Hellespont
Elatos|ville de Crète
Endoeos|artiste, auteur d'une statue de Diane à Éphèse
epanodos|épanode ou régression, répétition d'un mot
Ephesos|Ephèse (ville d'Ionie, célèbre par son temple de Diane).
Epopos|montagne de l'île Pithécuse
Erbessos|Erbesse [ville de Sicile]
Eresos|ville de Lesbos
Eressos|ville de Lesbos
Etaxalos|île voisine de l'Éolie
Euteletos|nom d'une île près de l'Afrique
galliambos|Quint. Mart. le galliambe (vers utilisé dans les hymnes des Galles, prêtres de Cybèle).
Gygemeros|montagne de Thrace
Habesos|ville de Lycie
Hautontimorumenos|celui qui se punit lui-même [titre d'une comédie de Térence, traduite de Ménandre]
Herbesos|Erbesse [ville de Sicile]
Hippasos|Hippase. - 1 - un des centaures. - 2 - fils d'Eurytus, un de ceux qui firent la chasse au sanglier de Calydon.
hippuros|poisson inconnu
Holopyxos|ville de Crète
Horcos|fleuve de Thessalie
Hymos|île près de Rhodes
Hynidos|ville de Carie
Icos|île de la mer Égée
Ilisos|localité de l'Attique
Ilissos|rivière de l'île d'Imbros
lagoponos|douleur de côté ou mal au ventre.
Lanos|fleuve du pays des Sères
Latmos|le mont Latmus [en Carie, sur lequel Diane venait voir le berger Endymion endormi]
leucostictos|espèce de porphyre
lucubros|c. phlomus
lycophtalmos|Isid. une pierre précieuse.
Magirtos|ville de Cilicie
melaenaetos|v. melanaetos.
Melamphyllos|montagne de Thrace / nom de l'île de Samos
molossospondios|molossospondée, pied composé d'un molosse et d'un spondée
Musecros|fleuve d'Arabie
Myoshormos|port du golfe Arabique
Myriandros|ville de Séleucide
Nariandos|ville de Carie
Naulochos|île voisine de la Crète
Navos|ville d'Éthiopie
Neandros|ville de Troade
Neapaphos|ville de l'île de Chypre
Nerigos|île de la Germanie septentrionale
Ninos|Ninive
Oebalos|Oebalus. - 1 - roi de Sparte, père d'Hyacinthe. - 2 - Virg. roi des Téléboens, allié de Turnus.
Oeniandos|ville de Cilicie [la même que Épiphania]
Oletandros|une des îles Sporades
Ombos|ville de la Thébaïde, sur le Nil
Ombrios|nom d'une des îles Fortunées
Oribasos|Oribase [chien d'Actéon]
Orios|nom d'un Lapithe
Orithyios|montagne d'Idalie
orphos|sorte de poisson de mer.
Osprios|le légume sec [titre d'un ouvrage]
Othronos|île près de Corcyre
Palaemyndos|ville de Carie
Panormos|Panorme (nom de plusieurs villes, en particulier la ville de Palerme, en Sicile).
Paropanisos|le Paropamise [montagne d'Asie au-delà de la mer Caspienne]
Pelendos|nom d'une île déserte
Pentaschaenos|Anton. ville de la Basse-Egypte.
Pentaschoenos|ville de la Basse-Égypte
petrocarpos|herbe qui pousse au milieu des pierres
Pharbaethos|ville de l'Égypte
Philetos|nom d'homme
Philios|île d'Ionie
Philos|v. Philios.
Pholegandros|une des Sporades
Pityonesos|île du golfe Saronique
polytrichos|sorte de pierre précieuse inconnue
Potamos|ancienne ville de l'Attique
Prepesinthos|île de la mer Égée
Proconnesos|île de la Propontide
pseudocyperos|sorte de souchet [plante]
Psillos|île voisine de l'Ionie
Pteros|île voisine de l'Arabie
pygargos|pygargue [sorte d'aigle] / espèce de gazelle
Pyloros|ville de Crète / ville de Macédoine
Pyrnos|ville de Carie
pyrosagrios|(Lebaigue P. 1037) une plante inconnue.
sacatos|sorte de romarin [plante]
Saros|fleuve de Cilicie
Sauros|nom d'un sculpteur [al. Saura]
Scammos|ville d'Éthiopie
Scapos|île de la mer Égée
Schoenos|ville de Béotie
Scopelos|île de la Propontide / île voisine de Chios
Sesamos|ville d'Éthiopie
syllabos|Aug. registre, rôle, liste.
Symmaethos|ville de Carie
Taphros|détroit entre la Corse et la Sardaigne
Tatnos|fontaine voisine du golfe Arabique
Terentos|Térentus (partie du Champ de Mars affectée au jeux séculaires).
therebinthos|térébinthe (arbre résineux).
Thersos|fleuve du Pont
Thoricos|ville de l'Attique
Thoronos|v. Othronos
thronos|trône.
Thydonos|ville de Carie
Thynos|ville sur la côte de Syrie ou de Cilicie
Tios|ville de Bithynie
Topiros|ville de Thrace
Trevidos|ville de Gaule [Trèves en Rouergue]
Tricoryphos|montagne d'Arabie
Triopeios|Érisichthon, fils de Triopas
typhonios|jusquiame [plante] / c. dracontea
Tyscos|bourg de la Galatie
uranoscopos|uranoscope ou rapeçon [poisson]
xyloluchnuchos|candélabre de bois
Zelotos|nom d'homme
Zotos|ville d'Égypte ou d'Éthiopie
diphthongos|diphtongue [gram.]
Doriscos|place forte de la Thrace
Erineos|ville d'Achaïe
Erythros|v. Erythrae 4.
Euonymos2|île d'Éolie
Leros2|une des Sporades
Priapos2|Priape [fils de Bacchus et de Vénus, né à Lampsaque, dieu des jardins, représentant la vigueur génératrice] / [fig.] un Priape [un débauché]
Proselenos2|nom de femme
Topazos|île de la mer Rouge
tylos|cloporte [insecte ou plutôt crustacé, le seul crustacé entièrement terrestre]
Tylos2|nom de deux îles dans le golfe Persique
byblos2|- 1 - tige de papyrus. - 2 - écorce de papyrus, papier.
phaselos|barque, chaloupe, esquif, canot / dolique [plante], v. faselus
Onchestios|d'Oncheste.
pandemos|endémique.
apyrotos|incombustible.
asomatos|incorporel
dramaticos|dramatique, qui concerne le drame
enharmonios|enharmonique [dans la musique grecque]
enneaphtongos|qui rend neuf sons
monophtongos|qui a un son simple
pantophobos|qui craint tout
polychrestos|polychreste [t. de méd.]
prosmelodos|c. proslambanomenos
diphthongos2|formant diphtongue
lithostrotos2|de mosaïque
hypocautos|chauffé en dessous.
homousios|de nature identique / consubstantiel
cheneros|oie d'une petite espèce
floricolor|qui a l'éclat des fleurs
recessior|Vitr. plus enfoncé.
vomacior|qui vomit plus souvent.
Phaetis|de Phaéton / d'ambre jaune
Phylacies|subst. f. = Laodamie
Pyrenis|adj. f., des Pyrénées
Serbonis|λίμνη), d'un lac de la basse Égypte
Abbassium|ville de Phrygie
Absarrum|fleuve de Colchide
Absarum|l'Absarus (fleuve de Colchide).
accumbitorium|c. accubitorium.
Acroceraunium|promontoire d'Épire
acrocolephium|partie supérieure du pied (de porc).
actorium|fonction de l'âme qui fait agir
Acunum|Acunum (ville de Gaule, auj. Montélimar).
aediculum|aedicula
Aefulum|bourgade du Latium
aegrominium|malaise moral, chagrin, dépit, langueur.
Aeminium|ville et fleuve de Lusitanie
Aennum|Ennum (promontoire d'Egypte).
Aeopolium|ville de la Sarmatie
Aepolium|Epolium (ville de Sarmatie).
afratum|nom d'un mets [espèce de crème]
Agipsium|surnom d'une ville d'Égypte
agrifolium|houx.
Albintimilium|ville de Ligurie
albucum|bulbe d'asphodèle / l'asphodèle
alcibium|espèce de vipérine [plante]
Aletium|ville des Salentins
Almum|Almum (ville de Mésie).
Altanum|Altanum (ville du Bruttium).
alterclum|jusquiame (plante).
altiloquium|discours sublime.
alveolum|table à jouer, v. alveolus
alveum|sorte de baquet
Ambianum|Ambianum (= Amiens).
ambilustrium|ambilustre (sacrifice qu'on faisait après une revue).
amictum|c. amictus 2
Amnestrum|Amnestrum (ville d'Arabie).
amolum|amidon, empois
Anchialum|ville maritime de Thrace
Anderitum|ville d'Aquitaine
Andetrium|ville de Dalmatie
Andium|île entre la Bretagne et la Gaule
angarium|c. angaria
Angulum|ville du Samnium
antegestum|fait antérieur, précédent
anthyllium|c. anthyllum
anthyllum|espèce de plante
antiboreum|sorte de cadran solaire orienté vers le nord
antigraphum|copie d'un acte
Antinoum|Antinoé [ville d'Égypte fondée en l'honneur d'Antinoüs]
Antinum|ville des Marses
Antirrhium|promontoire d'Étolie
Antonnacum|ville de la première Belgique, auj. Andernach
Antosidorum|c. Autessiodurum
Anxanum|ville du Samnium
Aonnum|promontoire de l'Égypte
aphratum|nom d'un mets [espèce de crème]
apiacum|une fleur recherchée des abeilles.
apologeticum|apologie
apothermum|plat froid
apparitorium|c. auditorium
appendiculum|poids
appianum|espèce de vert
aquaticum|- 1 - lieu humide. - 2 - couleur d'eau, vert d'eau.
aquilegium|gouttière ou réservoir
aquimanarium|bassin pour laver les mains
Arelatum|c. Arelas
Arialbinnum|ville de Belgique
Arialdunum|ville de la Bétique
Ariconium|ville de Bretagne
Aristaeum|ville de Thrace
Artalbium|ville de la Belgique
Arubium|ville de la Mésie inférieure
Asanum|ville de Dalmatie
asceterium|couvent, monastère.
Ascrivium|ville de Dalmatie [auj. Cattaro]
Asium|ville de la Crète
astrolapsum|astrolabe
auctum|- a - accroissement, développement, augmentation. - b - excroissance (de chair). - c - espace supplémentaire à parcourir dans un stade.
auditum|(Lebaigue P. 122 et P. 123) ce qu'on a entendu, ouï-dire, on-dit, nouvelle.
Aufentum|fleuve du Latium
aumarium|latrines publiques.
Aureliacum|Auréliacum (= Aurillac, ville).
Ausimum|c. Auximon
Autesiodorum|Autésiodorum (= Auxerre, ville).
Autesiodurum|ville de la Gaule lyonnaise (Auxerre)
Autessiodurum|ville de la Gaule lyonnaise (Auxerre)
Auzacium|mont de Perse
axchetypum|original, modèle
Bacacum|ville des Nerviens [auj. Bavai]
bambilium|[onomatopée], sorte d'instrument de percussion [bam bam, boum boum]
bamborium|[onomatopée], sorte d'instrument de percussion [bam bam, boum boum]
Bambotum|fleuve de Mauritanie
barbitum|c. barbitos
battualium|instrument pour piler.
Bavilum|ville d'Espagne
Berconum|ville située dans une île de Lérins
Bergidum|ville d'Asturie
Bergium|ville de la Tarraconnaise
betaceum|betterave.
betacium|betterave.
Bidacum|ville de la Norique
Bidaium|ville de la Norique
bijugum|attelage à deux chevaux.
Biludium|ville de Dalmatie
Blavium|ville et port d'Aquitaine (auj. Blaye)
Blendium|port de la Tarraconnaise
Blestium|ville de Bretagne
Boiohaemum|pays des Boïens en Germanie [Bohême]
Bolelasgum|ville de Galatie
Brannacum|ville de la Gaule Belgique [auj. Braisnes, près de Soissons]
Brannodunum|ville de Bretagne
brassicum|c. brassica
bravium|prix de la victoire dans les jeux publics
Bremenium|ville de Bretagne
Bremetonacum|ville de Bretagne
Brietium|nom d'un temple en Bithynie
Brigecum|ville de la Tarraconnaise [auj. Léon]
Brocavum|ville des Brigantes
Bruttium|le Bruttium (contrée de la Grande Grèce).
bublinum|sorte de vin
bucitum|c. bucetum
Burginacium|ville des Bataves
Burnum|ville de la Dalmatie
Burrium|ville de Bretagne
Buruncum|ville de la Belgique
Butrium|ville d'Ombrie [près de Ravenne]
Caballodunum|c. Cabillonum
Cabillodunum|c. Cabillonum
calamistratorium|aiguille de tête, épingle de cheveux
Calatum|ville de Bretagne
Callichorum|fleuve de Paphlagonie
callicum|s.-ent. jus), [peut-être altération de callaicum] sauce verte, [couleur de l'or callaïque]
Canobicum|ville de la province d'Afrique
Canopicum|ville de la province d'Afrique
caplum|sync. pour capulum, corde
capsarium|armoire à vêtements
Carcuvium|ville de la Tarraconnaise
Carocotinum|ville de Belgique
caroecarectum|lieu rempli de laîches ou carex
Carpasium|ville de l'île de Chypre
carpathum|plante vénéneuse inconnue
carpusculum|socle, soubassement
Carsulanum|domaine près de Carsulae
Caryatium|temple de Diane à Caryae
Caspingium|ville de la Belgique
castellamentum|[plur.] sorte de boudin
catabulum|écurie, remise
Cebrum|ville de la Mésie Inférieure
cemelium|bien, trésor (objet que l'on conserve en souvenir).
centipedium|c. centipeda.
cepetum|Gell. carré d'oignons.
Cercusium|ville de Mésopotamie
cerinum|étoffe jaune
Cermorum|ville de Macédoine
ceroferarium|candélabre
Cescum|ville de Cilicie
Chindrum|fleuve d'Asie
Chirogylium|île près de la Lycie
chrismarium|vase aux reliques
circulatorium|métier de charlatan
circulum|c. circulus
circumvallum|circonvallation
Clausentum|ville de la Bretagne
Climberrum|ville d'Aquitaine
clipeolarium|dépôt ou magasin de petits boucliers
clivum|arch. pour clivus
Clusiolum|ville d'Ombrie
clustellum|verrou, serrure, cloison
Cluvianum|maison de campagne de Cluvius
Cocinthum|promontoire du Bruttium
Cocylium|ville d'Éolide
Coelium|Célium (ville d'Apulie).
Coetum|ville sur le Nil
colaepium|c. colyphium.
Colchinium|ville de Dalmatie
Colentum|île près de l'Illyrie
Coliacum|c. Colis 2.
Collentum|île près de l'Illyrie
colliminium|c. collimitium.
colliviarium|canal
colluviarium|soupirail d'un aqueduc.
collybum|c. collybus.
Combaristum|station de la Lyonnaise
Comium|nom de femme
comparativum|le comparatif.
compascuum|vaine pâture
concavum|concavité
conceptivum|conception, intelligence
concupiscentivum|faculté de désirer
concupiscitivum|c. concupiscentivum.
Condercum|ville de Bretagne [auj. Benwell]
congium|c. congĭus
Consaburum|ville de la Tarraconnaise
consparsum|pâte
coquinatorium|cuisine
coracinum|noir de corbeau
corchorum|corète [plante]
cothonum|port creusé de main d'homme
cotoneum|coing
Cotyaeum|ville de Phrygie
Cotyorum|ville du Pont
covum|trou pratiqué dans le joug pour recevoir le timon
cremutium|holocauste
cretulentum|eau mêlée d'argile
crocyphantium|voile léger
Crumerum|ville de la Basse-Pannonie
crurifragium|action de briser les jambes
crustlum|sync. de crustulum
Crustuminum|le territoire de Crustumeria
cupitum|pris subst, désir
Cuticiacum|ville des Arvernes
cyclaminum|cyclamen [plante]
cydonitum|cotignac (boisson faite de coings).
Cytaeum|ville de Crète
Dardanium|promontoire et ville de Dardanie [en Troade]
Dardanum|c. Dardanium
Dascyleum|ville de Bithynie
Dascylium|ville de Bithynie
delegatum|délégation.
deliberium|avis
depulsum|cérémonies pour conjurer un malheur.
diacardamum|potion à basse de cresson
diacastoreum|injection à base de castoréum
diaherpyllum|remède où il entre du serpolet
diahyssopum|remède à base d'hysope
dianitrum|remède fait avec du nitre
Diarrhytum|c. Hippo
didrachmum|double drachme
diennium|c. biennium
Dimallum|Dimalle (ville d'Illyrie).
Dipylum|porte Dipyle [à Athènes]
Dirinum|fleuve de Dalmatie
divitiarium|Ambr. trésor.
Docimaeum|ville de la grande Phrygie
docimentum|c. documentum
Docimeum|ville de la grande Phrygie
Doriscum|place forte de la Thrace
Dorixanium|v. Doroxanium.
Dorostorum|ville de la Mésie inférieure
Doroxanium|fleuve de l'Inde qui roulait des sables d'or
Dortigum|ville de Mésie supérieure
Draudacum|ville d'Illyrie
Dripsinum|ville de la Vénétie
duellium|tyrannie
dulciarium|friandise, confiserie
Durnomagum|ville de la Belgique
Duroavernum|ville de Bretagne [probablt Canterbury]
Durolitum|ville de Bretagne [auj. Rumford]
Duronum|ville de la Belgique, chez les Veromandui [auj. Etroeungt]
Durostorum|c. Dorostorum
Durovernum|ville de Bretagne [probablt Canterbury]
Eburodonum|(Lebaigue P. 404 et P. 405) Eburodonum. - 1 - ville de la Gaule (= Embrun). - 2 - ville d'Helvétie (= Yverdun).
Eburodunum|ville de la Viennaise [auj. Embrun] / ville d'Helvétie [auj. Yverdun ou Yverdon]
Ehetium|ville d'Apulie
Elatium|ville de Syrie
Elatum|fleuve d'Arcadie
eleutherium|sorte de collier, signe de liberté
emeritum|pension de retraite [pour les soldats]
enunciatum|Cic. Sen. proposition.
Epetium|ville de Dalmatie
Epium|ville d'Arcadie
equisetum|hippuris ou prêle des bois [plante]
Ercynnum|fleuve de Béotie
Ergetium|ville de Sicile
Ernaginum|Ernagine [ville de la Viennaise]
eryngium|érynge, panicaut, herbe à cent têtes, chardon-roulant
Eudracinum|ville près des Alpes
eupatorium|c. eupatoria 1
Euralium|ville de Carie
Europum|ville de Syrie
Eustochium|nom d'une jeune fille pieuse
evadimonium|action de faire défaut
exclusorium|médicament qui expulse
excrocollum|mantille [de couleur de safran]
fabricamentum|objet fabriqué
Falacrinum|c. Phalacrine.
farfarum|tussilage
farfenum|c. farfarum
farferum|tussilage
farratum|bouillie de blé
felictum|fougeraie
fetum|v. fetus.
fibrinum|poil de castor
figulinum|poterie, vase en terre.
Flenium|ville des Bataves
fraxinetum|frênaie.
frictorium|v. frixorium.
frontispicium|frontispice
fustitudinum|lieu où l'on reçoit des coups de bâton (= l'ergastule).
Gaulum|île de la mer de Sicile
Geraestum|c. Geraestus.
glaucium|glaucium [plante]
globum|c. globus.
Gomorrum|Gomorrhe [ville près du Jourdain, consumée par le feu du ciel]
Hadriaticum|l'Adriatique
halicacabum|coqueret ou alkékenge [plante]
hedycrum|un onguent parfumé.
Hergetium|ville de Sicile
Hernicum|le pays des Herniques
Hierum|ville d'Asie, près du Palus-Méotide
Hippalum|promontoire d'Éthiopie
Hipporum|ville du Bruttium
Histonium|ville des Frentani
hymnarium|recueil d'hymnes
hyoscyamum|jusquiame
Hypobarum|fleuve de l'Inde
Hyrium|promontoire de l'Apulie
Hyrminum|fleuve de Sicile
Icadium|nom de femme
Idimum|ville de la Mésie supérieure
Idisiavisum|Idistavise (en Germanie).
Idistavisum|Idistavise (en Germanie).
Ildum|ville de la Tarraconnaise
Imbrinium|lieu du Samnium
immolaticium|chair des victimes
impugnamentum|attaque
inescatorium|amorce, appât.
infumabulum|tuyau pour la fumée
institorium|Suet. commerce, négoce.
interfluum|détroit
intermundium|intermonde, espace entre les mondes.
intersignium|espace entre deux statues.
Intimelium|Intimélium (ville de Ligurie).
Ireseum|ville de Béotie
Itanum|promontoire de la Crète
Iturium|île sur les côtes de la Gaule
jubilaeum|c. jubilaeus.
juridicium|mot forgé pour expliquer judicium
labyrinthum|labyrinthe.
lacertum|c. lacertus 1
Laciacum|ville de Norique
Lactodurum|ville de Bretagne [auj. Towcester]
lapidatum|pluie de pierres.
Lapurdum|ville d'Aquitaine [auj. Bayonne]
lardarium|morceau de lard, lardon
Latrum|ville de la Mésie Inférieure
Lauriacum|ville de la Norique [auj. Lorch]
Lennium|ville de Lusitanie
Leucarum|ville de Bretagne [auj. peut-être Connington]
Leuconum|ville de Pannonie
libitum|volontés, caprices, fantaisies
lilinum|essence de lis
locaciacum|Locaciacum (ville du Poitou, auj. Ligugé).
Lodunum|Loudun (ville).
lucanum|le point du jour.
luctatorium|arène de lutteurs
Lucurgentum|ville de Bétique
Luguvallium|ville de la Bretagne [auj. Carlisle]
Lygdamum|ville de Mysie
Macistum|ville d'Arcadie
Macynium|mont d'Étolie
Madum|ville d'Éthiopie
magdalium|magdaléon [pharm.]
Magdalum|c. Magdolus
Magiovinium|ville de Bretagne
Maguntiacum|v. Mogontiacum
Maleum|le cap Malée.
malomellum|sorte de pomme très douce
Mancunium|ville de Bretagne [auj. Manchester]
Mandalum|lac d'Afrique, dans la Troglodytique
Mandragaeum|fleuve de l'Asie ultérieure
Manduessedum|ville de Bretagne
Mantium|villes de Cappadoce et de Lydie ; deux villes d'Ionie
Margidunum|ville de Bretagne
martisium|poisson pilé dans un mortier
Matium|ville de Crète / ville de Colchide / ville d'Ionie
Matreium|ville de Rhétie
Maumarum|ville d'Égypte ou d'Éthiopie
Mederiacum|lieu de la Belgique
Melizitanum|ville de la province d'Afrique
Mellodunum|ville de Gaule
Melpum|ville de la Gaule Transalpine
Melsiagum|marais de Germanie
membranum|plur.) parchemins
Mendeterum|ville de l'île de Calydna
Mesalum|ville d'Arabie
mesancylum|sorte de trait auquel tient une courroie
Metagonium|promontoire de Numidie
Metallinum|ville de Lusitanie
Methorcum|ville de Gédrosie
Methydrium|ville d'Arcadie
metopum|métopon [arbre d'Afrique] / huile d'amandes amères / sorte d'onguent
metropolitanum|dignité de l'évêque métropolitain
millifolium|millefeuille [plante]
Milolitum|ville de Thrace
mirmillonium|sorte d'armure gauloise
miurum|vers hexamètre terminé par un ïambe
Monetium|ville de Liburnie
morticinum|cadavre, corps mort
munitorium|sorte de caleçon ou de tablier
Muranum|ville de Lucanie
Murtium|ville de Pannonie
Mutenum|ville de la Basse Pannonie
myrrhacopum|médicament où il entre de la myrrhe
Nabrum|[noté aussi Arbium] fleuve de la Gédrosie
Nasaudum|v. Narsaduma.
Nauarum|ville du Pont
Naulochum|ville de Sicile
Nemetacum|ville de la Belgique [auj. Arras]
Nevirnum|ville des Éduens, auj. Nevers
Ningum|ville de I'Istrie
Noscopium|ville de Lycie
novaclum|rasoir
Noviomagum|ville des Némètes / des Trévires
nuptorium|chambre nuptiale
Obilinnum|ville des Alpes Grecques
oblatum|Liv. offre.
Olcinium|ville maritime de l'Illyrie
Olenum|c. Olenus.
opocarpathum|Plin. suc vénéneux du carpathum.
Oretum|ville de la Tarraconnaise [auj. Calatrava]
Oritanum|ville de l'Eubée
Ormenium|ville de Magnésie
Orolaunum|ville des Trévères [auj. Arlon]
ossiclum|petit os.
ostriarium|banc d'huîtres
Ostudizum|ville de Thrace [auj. Hafsa]
ovarium|v. ovum
oximelum|oxymel, vinaigre miellé
Oxyopum|ville de la Mysie
Palamedium|ville d'Éolie ou de Mysie
palmatorium|baguette de palmier
Palsicium|ancienne ville d'Italie
Panissum|ville de Mésie
pantherum|v. panther.
Panticapaeum|ville de la Chersonèse Taurique
Pantomatrium|ville de Crète
papparium|aliments des enfants, bouillie
Paralissum|ville de Dacie
parallelogrammum|parallélogramme
Paramalacum|ville d'Arabie
Parentium|ville d'Istrie [auj. Parenzo]
Parthenicum|port de Sicile
parviloquium|sobriété de paroles
patronymicum|nom patronymique
Pedalium|promontoire de Carie
Peguntium|place forte de Dalmatie
Pennocrucium|ville de la Bretagne
Perniciacum|ville des Aduatuques
persillum|sorte de fiole en usage dans les sacrifices
Petromantalum|ville entre Rotomagus et Lutèce
phantasticum|fantôme, double
pharmacum|drogue (médicament ou poison).
phasganium|sorte de glaïeul [plante]
Phecadum|ville de Thessalie, peut-être la même que Pheca
Philiscum|ville des Parthes, sur l'Euphrate
phlogium|sorte de collyre.
Phronesium|nom de femme
Pincum|ville de Mésie
Pitaium|ville de Carie
Pitinum|ville d'Italie, chez les Vestini / deux villes de l'Ombrie
pittaciarum|Inscr. frais d'un permis, d'une autorisation.
Pitulum|nom de deux villes d'Ombrie
Planinum|ville du Picénum
Plantanistum|ville de Pamphylie
plastum|créature.
Platanistum|v. Plantanistum.
Plocium|titre d'une comédie de Cécilius, traduite de Ménandre
poemerium|- 1 - le pomérium (zone sacrée où l'on prenait les auspices, espace à l'intérieur et à l'extérieur des murs où il était interdit de bâtir ou de cultiver). - 2 - boulevard d'une ville. - 3 - bornes, limites.
Polygium|petite ville sur la côte de la Narbonnaise
Polyrrhenium|ville de Crète
Polyrrhenum|ville de Crète
